Datetime,Region,Energy Required (MU),Peak Demand (MW),Grid Frequency (Hz)
2023-05-30 16:00:00,North-Eastern Region,264.26,4800.4,50.02
2023-05-30 17:00:00,Northern Region,517.03,9418.3,50.0
2023-05-30 17:00:00,Western Region,607.49,11087.9,50.04
2023-05-30 17:00:00,Southern Region,513.81,9374.4,50.01
2023-05-30 17:00:00,Eastern Region,268.99,4930.4,49.95
2023-05-30 17:00:00,North-Eastern Region,254.64,4642.8,50.03
2023-05-30 18:00:00,Northern Region,505.71,9205.5,50.06
2023-05-30 18:00:00,Western Region,578.16,10562.7,49.98
2023-05-30 18:00:00,Southern Region,510.74,9297.0,50.07
2023-05-30 18:00:00,Eastern Region,244.04,4408.2,49.9
2023-05-30 18:00:00,North-Eastern Region,232.56,4241.6,49.93
2023-05-30 19:00:00,Northern Region,475.92,8669.7,49.96
2023-05-30 19:00:00,Western Region,533.99,9743.4,49.99
2023-05-30 19:00:00,Southern Region,512.89,9325.3,50.0
2023-05-30 19:00:00,Eastern Region,242.77,4438.8,49.95
2023-05-30 19:00:00,North-Eastern Region,246.56,4443.6,50.06
2023-05-30 20:00:00,Northern Region,464.06,8500.7,50.02
2023-05-30 20:00:00,Western Region,521.46,9474.0,50.02
2023-05-30 20:00:00,Southern Region,474.9,8644.4,50.0
2023-05-30 20:00:00,Eastern Region,235.26,4289.7,49.96
2023-05-30 20:00:00,North-Eastern Region,239.95,4338.1,49.97
2023-05-30 21:00:00,Northern Region,446.59,8084.1,49.97
2023-05-30 21:00:00,Western Region,500.74,9098.7,50.03
2023-05-30 21:00:00,Southern Region,445.69,8110.5,50.02
2023-05-30 21:00:00,Eastern Region,247.03,4505.0,50.05
2023-05-30 21:00:00,North-Eastern Region,221.9,4010.4,49.96
2023-05-30 22:00:00,Northern Region,434.74,7880.4,49.98
2023-05-30 22:00:00,Western Region,479.04,8686.7,50.04
2023-05-30 22:00:00,Southern Region,441.97,8044.2,50.02
2023-05-30 22:00:00,Eastern Region,220.32,3997.9,50.04
2023-05-30 22:00:00,North-Eastern Region,184.27,3381.5,50.04
2023-05-30 23:00:00,Northern Region,407.19,7429.6,49.98
2023-05-30 23:00:00,Western Region,463.34,8441.3,49.99
2023-05-30 23:00:00,Southern Region,418.52,7575.1,49.89
2023-05-30 23:00:00,Eastern Region,204.18,3709.9,50.02
2023-05-30 23:00:00,North-Eastern Region,190.39,3436.6,49.96
2023-05-31 00:00:00,Northern Region,400.27,7287.7,50.0
2023-05-31 00:00:00,Western Region,439.78,7966.0,50.06
2023-05-31 00:00:00,Southern Region,383.55,6962.0,50.04
2023-05-31 00:00:00,Eastern Region,177.2,3226.1,50.0
2023-05-31 00:00:00,North-Eastern Region,196.84,3608.7,50.09
2023-05-31 01:00:00,Northern Region,391.63,7143.8,50.06
2023-05-31 01:00:00,Western Region,436.13,7911.1,49.96
2023-05-31 01:00:00,Southern Region,381.94,6934.5,49.97
2023-05-31 01:00:00,Eastern Region,180.56,3268.4,49.96
2023-05-31 01:00:00,North-Eastern Region,194.44,3539.3,50.04
2023-05-31 02:00:00,Northern Region,383.09,6945.9,50.03
2023-05-31 02:00:00,Western Region,421.29,7637.6,49.97
2023-05-31 02:00:00,Southern Region,389.07,7077.9,50.02
2023-05-31 02:00:00,Eastern Region,177.42,3251.2,49.96
2023-05-31 02:00:00,North-Eastern Region,204.8,3724.6,50.06
2023-05-31 03:00:00,Northern Region,377.17,6882.6,50.06
2023-05-31 03:00:00,Western Region,436.37,7936.8,50.02
2023-05-31 03:00:00,Southern Region,370.17,6742.0,49.95
2023-05-31 03:00:00,Eastern Region,202.22,3695.5,49.99
2023-05-31 03:00:00,North-Eastern Region,178.28,3217.0,50.06
2023-05-31 04:00:00,Northern Region,394.95,7162.6,49.98
2023-05-31 04:00:00,Western Region,437.62,7964.8,50.05
2023-05-31 04:00:00,Southern Region,421.89,7675.0,50.02
2023-05-31 04:00:00,Eastern Region,170.39,3112.9,50.01
2023-05-31 04:00:00,North-Eastern Region,187.6,3444.5,49.97
2023-05-31 05:00:00,Northern Region,404.43,7422.7,50.02
2023-05-31 05:00:00,Western Region,463.8,8445.4,49.96
2023-05-31 05:00:00,Southern Region,396.39,7200.9,50.01
2023-05-31 05:00:00,Eastern Region,194.89,3584.5,50.0
2023-05-31 05:00:00,North-Eastern Region,197.19,3592.8,50.01
2023-05-31 06:00:00,Northern Region,418.16,7598.7,50.03
2023-05-31 06:00:00,Western Region,507.61,9182.2,50.08
2023-05-31 06:00:00,Southern Region,396.85,7170.9,50.06
2023-05-31 06:00:00,Eastern Region,208.35,3838.2,50.04
2023-05-31 06:00:00,North-Eastern Region,201.36,3639.4,49.96
2023-05-31 07:00:00,Northern Region,427.13,7774.9,49.95
2023-05-31 07:00:00,Western Region,520.69,9483.1,49.92
2023-05-31 07:00:00,Southern Region,434.7,7904.4,50.02
2023-05-31 07:00:00,Eastern Region,224.58,4124.1,50.08
2023-05-31 07:00:00,North-Eastern Region,221.58,3996.1,50.05
2023-05-31 08:00:00,Northern Region,438.22,8009.3,50.06
2023-05-31 08:00:00,Western Region,529.36,9620.2,50.04
2023-05-31 08:00:00,Southern Region,478.65,8690.5,50.01
2023-05-31 08:00:00,Eastern Region,234.92,4280.9,50.03
2023-05-31 08:00:00,North-Eastern Region,223.51,4024.5,49.99
2023-05-31 09:00:00,Northern Region,505.52,9183.0,50.01
2023-05-31 09:00:00,Western Region,517.39,9401.3,49.99
2023-05-31 09:00:00,Southern Region,458.45,8309.3,50.08
2023-05-31 09:00:00,Eastern Region,230.59,4185.1,50.02
2023-05-31 09:00:00,North-Eastern Region,243.32,4389.5,49.95
2023-05-31 10:00:00,Northern Region,481.01,8785.8,50.07
2023-05-31 10:00:00,Western Region,566.99,10273.7,49.97
2023-05-31 10:00:00,Southern Region,530.9,9680.1,50.05
2023-05-31 10:00:00,Eastern Region,267.35,4843.4,50.04
2023-05-31 10:00:00,North-Eastern Region,257.63,4650.5,49.98
2023-05-31 11:00:00,Northern Region,520.7,9529.5,50.02
2023-05-31 11:00:00,Western Region,573.71,10441.6,49.96
2023-05-31 11:00:00,Southern Region,506.5,9180.5,50.0
2023-05-31 11:00:00,Eastern Region,227.76,4120.5,50.04
2023-05-31 11:00:00,North-Eastern Region,266.81,4876.3,49.98
2023-05-31 12:00:00,Northern Region,507.76,9258.3,49.94
2023-05-31 12:00:00,Western Region,641.72,11667.9,49.98
2023-05-31 12:00:00,Southern Region,511.98,9297.1,50.02
2023-05-31 12:00:00,Eastern Region,260.79,4748.3,50.01
2023-05-31 12:00:00,North-Eastern Region,282.35,5183.9,50.0
2023-05-31 13:00:00,Northern Region,528.75,9630.1,49.98
2023-05-31 13:00:00,Western Region,598.56,10958.1,49.94
2023-05-31 13:00:00,Southern Region,522.42,9525.2,50.01
2023-05-31 13:00:00,Eastern Region,281.15,5083.1,49.97
2023-05-31 13:00:00,North-Eastern Region,280.87,5160.1,50.02
2023-05-31 14:00:00,Northern Region,547.21,9908.4,49.97
2023-05-31 14:00:00,Western Region,618.63,11271.5,50.04
2023-05-31 14:00:00,Southern Region,537.34,9829.4,49.95
2023-05-31 14:00:00,Eastern Region,257.11,4676.6,49.91
2023-05-31 14:00:00,North-Eastern Region,297.25,5362.2,50.0
2023-05-31 15:00:00,Northern Region,531.18,9673.6,49.97
2023-05-31 15:00:00,Western Region,608.96,11082.2,50.0
2023-05-31 15:00:00,Southern Region,526.47,9546.9,49.99
2023-05-31 15:00:00,Eastern Region,272.18,4962.3,49.99
2023-05-31 15:00:00,North-Eastern Region,279.69,5136.5,49.96
2023-05-31 16:00:00,Northern Region,550.36,10048.5,50.01
2023-05-31 16:00:00,Western Region,598.07,10833.5,50.09
2023-05-31 16:00:00,Southern Region,512.49,9304.8,49.98
2023-05-31 16:00:00,Eastern Region,265.28,4844.3,49.99
2023-05-31 16:00:00,North-Eastern Region,262.36,4752.3,49.98
2023-05-31 17:00:00,Northern Region,490.49,8979.8,50.05
2023-05-31 17:00:00,Western Region,564.43,10179.4,49.99
2023-05-31 17:00:00,Southern Region,510.21,9249.6,49.98
2023-05-31 17:00:00,Eastern Region,255.96,4634.9,50.03
2023-05-31 17:00:00,North-Eastern Region,263.54,4762.6,50.08
2023-05-31 18:00:00,Northern Region,520.28,9473.5,49.99
2023-05-31 18:00:00,Western Region,540.94,9812.2,49.95
2023-05-31 18:00:00,Southern Region,528.44,9581.0,49.98
2023-05-31 18:00:00,Eastern Region,227.72,4165.7,50.0
2023-05-31 18:00:00,North-Eastern Region,244.32,4494.0,50.04
2023-05-31 19:00:00,Northern Region,460.93,8383.1,49.9
2023-05-31 19:00:00,Western Region,540.52,9801.9,49.99
2023-05-31 19:00:00,Southern Region,450.57,8205.5,49.98
2023-05-31 19:00:00,Eastern Region,236.93,4317.5,49.97
2023-05-31 19:00:00,North-Eastern Region,238.15,4315.4,49.99
2023-05-31 20:00:00,Northern Region,448.46,8134.5,49.98
2023-05-31 20:00:00,Western Region,520.57,9443.0,49.99
2023-05-31 20:00:00,Southern Region,465.08,8418.6,50.01
2023-05-31 20:00:00,Eastern Region,255.5,4632.0,49.93
2023-05-31 20:00:00,North-Eastern Region,229.0,4147.6,49.93
2023-05-31 21:00:00,Northern Region,441.08,7996.1,50.03
2023-05-31 21:00:00,Western Region,488.28,8898.3,50.0
2023-05-31 21:00:00,Southern Region,437.03,7943.7,49.96
2023-05-31 21:00:00,Eastern Region,195.25,3550.6,50.02
2023-05-31 21:00:00,North-Eastern Region,178.13,3198.5,49.98
2023-05-31 22:00:00,Northern Region,428.09,7819.7,50.03
2023-05-31 22:00:00,Western Region,515.5,9373.5,50.01
2023-05-31 22:00:00,Southern Region,401.45,7349.6,50.05
2023-05-31 22:00:00,Eastern Region,206.05,3740.3,49.93
2023-05-31 22:00:00,North-Eastern Region,212.57,3866.7,49.99
2023-05-31 23:00:00,Northern Region,376.75,6894.3,50.01
2023-05-31 23:00:00,Western Region,441.08,8095.7,49.97
2023-05-31 23:00:00,Southern Region,388.87,7091.6,49.99
2023-05-31 23:00:00,Eastern Region,154.88,2832.5,49.98
2023-05-31 23:00:00,North-Eastern Region,209.39,3811.2,50.03
2023-06-01 00:00:00,Northern Region,372.41,6759.3,50.03
2023-06-01 00:00:00,Western Region,449.65,8197.9,49.98
2023-06-01 00:00:00,Southern Region,405.06,7348.0,50.05
2023-06-01 00:00:00,Eastern Region,165.26,3000.7,50.02
2023-06-01 00:00:00,North-Eastern Region,209.37,3765.0,50.05
2023-06-01 01:00:00,Northern Region,396.37,7195.5,50.0
2023-06-01 01:00:00,Western Region,471.94,8663.7,49.98
2023-06-01 01:00:00,Southern Region,367.61,6719.5,49.99
2023-06-01 01:00:00,Eastern Region,170.02,2999.3,50.07
2023-06-01 01:00:00,North-Eastern Region,220.34,3998.0,50.04
2023-06-01 02:00:00,Northern Region,379.29,6909.5,50.02
2023-06-01 02:00:00,Western Region,434.64,7935.9,49.98
2023-06-01 02:00:00,Southern Region,386.4,7003.5,49.94
2023-06-01 02:00:00,Eastern Region,190.3,3442.3,50.01
2023-06-01 02:00:00,North-Eastern Region,190.42,3485.9,49.99
2023-06-01 03:00:00,Northern Region,389.74,7068.3,49.99
2023-06-01 03:00:00,Western Region,424.96,7739.0,49.96
2023-06-01 03:00:00,Southern Region,363.16,6643.0,49.94
2023-06-01 03:00:00,Eastern Region,189.46,3490.2,49.96
2023-06-01 03:00:00,North-Eastern Region,172.89,3169.3,49.98
2023-06-01 04:00:00,Northern Region,424.09,7675.3,50.01
2023-06-01 04:00:00,Western Region,450.65,8194.1,50.05
2023-06-01 04:00:00,Southern Region,411.36,7520.5,49.99
2023-06-01 04:00:00,Eastern Region,234.5,4286.0,50.07
2023-06-01 04:00:00,North-Eastern Region,174.65,3222.6,50.03
2023-06-01 05:00:00,Northern Region,410.45,7448.4,49.98
2023-06-01 05:00:00,Western Region,472.43,8553.6,50.08
2023-06-01 05:00:00,Southern Region,394.15,7193.9,50.03
2023-06-01 05:00:00,Eastern Region,166.85,3019.3,49.99
2023-06-01 05:00:00,North-Eastern Region,195.11,3534.7,50.01
2023-06-01 06:00:00,Northern Region,418.61,7608.7,50.04
2023-06-01 06:00:00,Western Region,466.74,8473.5,50.03
2023-06-01 06:00:00,Southern Region,422.44,7696.9,50.0
2023-06-01 06:00:00,Eastern Region,193.91,3552.0,49.91
2023-06-01 06:00:00,North-Eastern Region,207.85,3812.2,50.04
2023-06-01 07:00:00,Northern Region,411.27,7501.1,49.94
2023-06-01 07:00:00,Western Region,494.71,9027.9,50.02
2023-06-01 07:00:00,Southern Region,443.91,8053.4,49.95
2023-06-01 07:00:00,Eastern Region,226.2,4113.9,50.0
2023-06-01 07:00:00,North-Eastern Region,198.17,3642.5,49.94
2023-06-01 08:00:00,Northern Region,450.5,8242.0,50.01
2023-06-01 08:00:00,Western Region,527.67,9623.6,49.9
2023-06-01 08:00:00,Southern Region,472.99,8620.7,49.99
2023-06-01 08:00:00,Eastern Region,246.94,4542.7,50.06
2023-06-01 08:00:00,North-Eastern Region,247.49,4562.4,49.98
2023-06-01 09:00:00,Northern Region,494.41,8979.3,50.06
2023-06-01 09:00:00,Western Region,547.13,9946.5,50.02
2023-06-01 09:00:00,Southern Region,479.64,8744.5,50.02
2023-06-01 09:00:00,Eastern Region,241.52,4420.1,50.01
2023-06-01 09:00:00,North-Eastern Region,233.23,4268.0,49.97
2023-06-01 10:00:00,Northern Region,507.58,9224.9,49.97
2023-06-01 10:00:00,Western Region,558.54,10168.0,50.01
2023-06-01 10:00:00,Southern Region,509.13,9248.1,49.96
2023-06-01 10:00:00,Eastern Region,263.46,4800.9,49.99
2023-06-01 10:00:00,North-Eastern Region,239.96,4339.2,49.96
2023-06-01 11:00:00,Northern Region,500.36,9103.7,50.07
2023-06-01 11:00:00,Western Region,584.53,10620.6,50.02
2023-06-01 11:00:00,Southern Region,512.53,9330.9,49.99
2023-06-01 11:00:00,Eastern Region,254.6,4604.5,49.93
2023-06-01 11:00:00,North-Eastern Region,272.95,4897.4,49.95
2023-06-01 12:00:00,Northern Region,506.76,9282.9,49.99
2023-06-01 12:00:00,Western Region,603.44,10982.0,50.0
2023-06-01 12:00:00,Southern Region,541.59,9890.4,50.0
2023-06-01 12:00:00,Eastern Region,260.18,4755.4,50.01
2023-06-01 12:00:00,North-Eastern Region,263.63,4799.5,50.05
2023-06-01 13:00:00,Northern Region,551.52,10074.5,50.01
2023-06-01 13:00:00,Western Region,589.12,10689.8,50.0
2023-06-01 13:00:00,Southern Region,546.19,9908.3,50.02
2023-06-01 13:00:00,Eastern Region,271.1,4938.8,50.02
2023-06-01 13:00:00,North-Eastern Region,263.02,4760.1,50.01
2023-06-01 14:00:00,Northern Region,579.8,10543.1,50.02
2023-06-01 14:00:00,Western Region,590.65,10715.7,50.03
2023-06-01 14:00:00,Southern Region,527.84,9614.3,50.05
2023-06-01 14:00:00,Eastern Region,257.11,4677.4,49.96
2023-06-01 14:00:00,North-Eastern Region,299.6,5428.8,49.99
2023-06-01 15:00:00,Northern Region,531.29,9670.2,49.99
2023-06-01 15:00:00,Western Region,594.36,10784.0,50.02
2023-06-01 15:00:00,Southern Region,539.13,9823.5,50.04
2023-06-01 15:00:00,Eastern Region,260.81,4719.4,49.96
2023-06-01 15:00:00,North-Eastern Region,290.31,5213.1,49.98
2023-06-01 16:00:00,Northern Region,513.79,9327.1,50.0
2023-06-01 16:00:00,Western Region,589.11,10740.6,49.92
2023-06-01 16:00:00,Southern Region,519.2,9479.9,50.06
2023-06-01 16:00:00,Eastern Region,251.53,4527.4,50.04
2023-06-01 16:00:00,North-Eastern Region,293.97,5388.0,50.09
2023-06-01 17:00:00,Northern Region,512.69,9336.8,50.01
2023-06-01 17:00:00,Western Region,586.68,10625.9,49.98
2023-06-01 17:00:00,Southern Region,522.3,9541.4,49.95
2023-06-01 17:00:00,Eastern Region,256.54,4694.1,49.96
2023-06-01 17:00:00,North-Eastern Region,275.68,5057.2,49.97
2023-06-01 18:00:00,Northern Region,491.34,8952.2,49.98
2023-06-01 18:00:00,Western Region,566.81,10360.6,50.01
2023-06-01 18:00:00,Southern Region,502.52,9111.6,50.0
2023-06-01 18:00:00,Eastern Region,241.79,4414.6,50.06
2023-06-01 18:00:00,North-Eastern Region,240.89,4391.5,50.1
2023-06-01 19:00:00,Northern Region,472.16,8561.6,50.01
2023-06-01 19:00:00,Western Region,556.3,10105.9,50.03
2023-06-01 19:00:00,Southern Region,489.22,8919.5,50.07
2023-06-01 19:00:00,Eastern Region,244.85,4446.5,49.97
2023-06-01 19:00:00,North-Eastern Region,229.8,4208.6,50.03
2023-06-01 20:00:00,Northern Region,450.9,8238.7,49.94
2023-06-01 20:00:00,Western Region,511.4,9345.3,49.98
2023-06-01 20:00:00,Southern Region,437.14,7951.0,50.04
2023-06-01 20:00:00,Eastern Region,231.24,4206.9,49.99
2023-06-01 20:00:00,North-Eastern Region,210.79,3879.0,50.08
2023-06-01 21:00:00,Northern Region,449.31,8172.7,50.0
2023-06-01 21:00:00,Western Region,518.41,9391.7,50.04
2023-06-01 21:00:00,Southern Region,444.45,8118.3,49.99
2023-06-01 21:00:00,Eastern Region,214.89,3877.3,50.05
2023-06-01 21:00:00,North-Eastern Region,230.0,4215.9,49.98
2023-06-01 22:00:00,Northern Region,411.33,7478.5,50.1
2023-06-01 22:00:00,Western Region,463.63,8434.6,50.01
2023-06-01 22:00:00,Southern Region,404.02,7377.2,49.92
2023-06-01 22:00:00,Eastern Region,187.68,3425.9,50.02
2023-06-01 22:00:00,North-Eastern Region,193.6,3557.8,50.01
2023-06-01 23:00:00,Northern Region,395.01,7195.2,49.98
2023-06-01 23:00:00,Western Region,454.28,8242.1,50.01
2023-06-01 23:00:00,Southern Region,389.27,7101.7,49.96
2023-06-01 23:00:00,Eastern Region,201.43,3682.1,50.01
2023-06-01 23:00:00,North-Eastern Region,215.69,3871.2,50.04
2023-06-02 00:00:00,Northern Region,396.48,7301.2,50.01
2023-06-02 00:00:00,Western Region,440.65,8006.3,50.0
2023-06-02 00:00:00,Southern Region,391.54,7138.4,49.98
2023-06-02 00:00:00,Eastern Region,191.33,3485.9,49.93
2023-06-02 00:00:00,North-Eastern Region,207.23,3811.1,50.05
2023-06-02 01:00:00,Northern Region,362.33,6573.3,50.06
2023-06-02 01:00:00,Western Region,406.8,7379.3,50.0
2023-06-02 01:00:00,Southern Region,389.86,7056.4,50.03
2023-06-02 01:00:00,Eastern Region,206.26,3761.0,50.05
2023-06-02 01:00:00,North-Eastern Region,216.61,3930.7,49.9
2023-06-02 02:00:00,Northern Region,382.32,6948.2,49.98
2023-06-02 02:00:00,Western Region,415.52,7551.8,50.04
2023-06-02 02:00:00,Southern Region,376.77,6861.1,49.99
2023-06-02 02:00:00,Eastern Region,206.07,3703.3,49.97
2023-06-02 02:00:00,North-Eastern Region,193.61,3534.6,49.96
2023-06-02 03:00:00,Northern Region,426.85,7753.9,49.94
2023-06-02 03:00:00,Western Region,406.27,7419.7,49.95
2023-06-02 03:00:00,Southern Region,407.13,7404.3,50.02
2023-06-02 03:00:00,Eastern Region,192.5,3504.9,50.02
2023-06-02 03:00:00,North-Eastern Region,181.0,3350.1,50.03
2023-06-02 04:00:00,Northern Region,392.25,7136.6,50.04
2023-06-02 04:00:00,Western Region,456.74,8311.6,50.03
2023-06-02 04:00:00,Southern Region,405.22,7364.5,49.99
2023-06-02 04:00:00,Eastern Region,221.83,3984.7,49.94
2023-06-02 04:00:00,North-Eastern Region,219.84,3996.6,50.08
2023-06-02 05:00:00,Northern Region,412.67,7527.2,50.02
2023-06-02 05:00:00,Western Region,427.54,7774.3,50.01
2023-06-02 05:00:00,Southern Region,407.39,7462.1,49.99
2023-06-02 05:00:00,Eastern Region,194.3,3510.9,50.01
2023-06-02 05:00:00,North-Eastern Region,199.8,3643.1,49.92
2023-06-02 06:00:00,Northern Region,402.97,7393.6,50.0
2023-06-02 06:00:00,Western Region,438.14,8003.3,49.95
2023-06-02 06:00:00,Southern Region,426.19,7727.9,49.95
2023-06-02 06:00:00,Eastern Region,214.29,3902.2,50.01
2023-06-02 06:00:00,North-Eastern Region,209.88,3797.9,50.01
2023-06-02 07:00:00,Northern Region,455.27,8251.6,49.99
2023-06-02 07:00:00,Western Region,473.52,8651.9,50.02
2023-06-02 07:00:00,Southern Region,460.65,8382.4,50.06
2023-06-02 07:00:00,Eastern Region,235.64,4291.1,49.96
2023-06-02 07:00:00,North-Eastern Region,233.11,4218.4,49.96
2023-06-02 08:00:00,Northern Region,470.93,8577.4,50.02
2023-06-02 08:00:00,Western Region,516.75,9405.5,50.05
2023-06-02 08:00:00,Southern Region,425.69,7790.0,50.09
2023-06-02 08:00:00,Eastern Region,220.96,4048.5,50.05
2023-06-02 08:00:00,North-Eastern Region,239.55,4350.6,49.94
2023-06-02 09:00:00,Northern Region,489.38,8878.0,49.98
2023-06-02 09:00:00,Western Region,534.63,9711.2,50.05
2023-06-02 09:00:00,Southern Region,491.54,8898.8,49.97
2023-06-02 09:00:00,Eastern Region,242.55,4412.1,49.99
2023-06-02 09:00:00,North-Eastern Region,245.43,4465.4,50.02
2023-06-02 10:00:00,Northern Region,508.97,9208.3,49.98
2023-06-02 10:00:00,Western Region,562.35,10218.3,49.97
2023-06-02 10:00:00,Southern Region,489.88,8940.2,49.96
2023-06-02 10:00:00,Eastern Region,250.24,4537.1,50.03
2023-06-02 10:00:00,North-Eastern Region,239.65,4388.1,50.03
2023-06-02 11:00:00,Northern Region,489.56,8968.5,50.05
2023-06-02 11:00:00,Western Region,603.7,11030.5,50.04
2023-06-02 11:00:00,Southern Region,502.72,9126.3,49.98
2023-06-02 11:00:00,Eastern Region,263.22,4774.1,50.02
2023-06-02 11:00:00,North-Eastern Region,240.67,4326.9,49.95
2023-06-02 12:00:00,Northern Region,523.05,9530.1,50.0
2023-06-02 12:00:00,Western Region,603.67,10956.3,50.02
2023-06-02 12:00:00,Southern Region,533.31,9720.1,50.03
2023-06-02 12:00:00,Eastern Region,295.24,5343.3,49.92
2023-06-02 12:00:00,North-Eastern Region,247.0,4487.2,49.96
2023-06-02 13:00:00,Northern Region,523.98,9520.7,49.98
2023-06-02 13:00:00,Western Region,602.92,11007.0,50.05
2023-06-02 13:00:00,Southern Region,510.17,9277.1,50.0
2023-06-02 13:00:00,Eastern Region,269.57,4886.4,50.08
2023-06-02 13:00:00,North-Eastern Region,264.92,4810.1,49.94
2023-06-02 14:00:00,Northern Region,544.4,9956.7,49.94
2023-06-02 14:00:00,Western Region,593.22,10811.4,49.94
2023-06-02 14:00:00,Southern Region,534.13,9732.2,50.0
2023-06-02 14:00:00,Eastern Region,281.46,5136.4,49.94
2023-06-02 14:00:00,North-Eastern Region,280.44,5118.5,50.02
2023-06-02 15:00:00,Northern Region,550.21,9980.8,49.97
2023-06-02 15:00:00,Western Region,612.83,11145.9,49.98
2023-06-02 15:00:00,Southern Region,555.64,10050.9,49.99
2023-06-02 15:00:00,Eastern Region,274.58,4985.6,49.99
2023-06-02 15:00:00,North-Eastern Region,263.22,4769.0,50.03
2023-06-02 16:00:00,Northern Region,542.49,9922.8,50.06
2023-06-02 16:00:00,Western Region,575.41,10530.4,49.93
2023-06-02 16:00:00,Southern Region,516.43,9410.2,50.01
2023-06-02 16:00:00,Eastern Region,237.89,4349.1,49.99
2023-06-02 16:00:00,North-Eastern Region,262.21,4756.9,49.95
2023-06-02 17:00:00,Northern Region,502.24,9138.8,49.99
2023-06-02 17:00:00,Western Region,601.76,10986.7,49.99
2023-06-02 17:00:00,Southern Region,494.63,8980.3,50.01
2023-06-02 17:00:00,Eastern Region,261.77,4748.3,50.01
2023-06-02 17:00:00,North-Eastern Region,267.54,4814.4,49.98
2023-06-02 18:00:00,Northern Region,528.01,9601.7,50.04
2023-06-02 18:00:00,Western Region,557.54,10142.5,50.04
2023-06-02 18:00:00,Southern Region,512.93,9296.2,49.97
2023-06-02 18:00:00,Eastern Region,247.1,4540.0,49.96
2023-06-02 18:00:00,North-Eastern Region,267.46,4844.3,50.01
2023-06-02 19:00:00,Northern Region,452.21,8159.1,49.99
2023-06-02 19:00:00,Western Region,528.19,9630.8,50.02
2023-06-02 19:00:00,Southern Region,473.7,8629.5,49.99
2023-06-02 19:00:00,Eastern Region,246.53,4517.4,49.98
2023-06-02 19:00:00,North-Eastern Region,283.85,5241.9,49.96
2023-06-02 20:00:00,Northern Region,431.34,7817.8,49.97
2023-06-02 20:00:00,Western Region,516.72,9381.3,49.99
2023-06-02 20:00:00,Southern Region,478.47,8754.9,50.03
2023-06-02 20:00:00,Eastern Region,237.06,4273.4,50.05
2023-06-02 20:00:00,North-Eastern Region,235.25,4299.7,49.94
2023-06-02 21:00:00,Northern Region,450.28,8151.4,50.04
2023-06-02 21:00:00,Western Region,466.92,8585.1,50.08
2023-06-02 21:00:00,Southern Region,444.15,8006.7,49.99
2023-06-02 21:00:00,Eastern Region,191.06,3518.0,49.96
2023-06-02 21:00:00,North-Eastern Region,182.46,3268.8,50.01
2023-06-02 22:00:00,Northern Region,416.97,7628.8,50.01
2023-06-02 22:00:00,Western Region,480.92,8768.9,49.91
2023-06-02 22:00:00,Southern Region,397.58,7275.4,50.01
2023-06-02 22:00:00,Eastern Region,195.79,3567.6,50.06
2023-06-02 22:00:00,North-Eastern Region,216.46,3918.7,50.0
2023-06-02 23:00:00,Northern Region,395.85,7221.8,49.97
2023-06-02 23:00:00,Western Region,445.8,8078.7,50.0
2023-06-02 23:00:00,Southern Region,399.59,7221.6,49.98
2023-06-02 23:00:00,Eastern Region,194.01,3526.6,50.03
2023-06-02 23:00:00,North-Eastern Region,207.93,3807.7,50.0
2023-06-03 00:00:00,Northern Region,405.05,7358.7,50.02
2023-06-03 00:00:00,Western Region,446.99,8162.1,50.02
2023-06-03 00:00:00,Southern Region,395.3,7186.7,50.07
2023-06-03 00:00:00,Eastern Region,205.01,3718.7,49.97
2023-06-03 00:00:00,North-Eastern Region,228.3,4179.1,49.98
2023-06-03 01:00:00,Northern Region,394.84,7217.2,50.02
2023-06-03 01:00:00,Western Region,416.18,7582.8,50.03
2023-06-03 01:00:00,Southern Region,384.32,6971.3,49.97
2023-06-03 01:00:00,Eastern Region,201.68,3674.8,50.0
2023-06-03 01:00:00,North-Eastern Region,217.64,3945.5,50.01
2023-06-03 02:00:00,Northern Region,377.09,6870.4,50.08
2023-06-03 02:00:00,Western Region,450.25,8196.6,50.08
2023-06-03 02:00:00,Southern Region,386.54,6947.0,50.0
2023-06-03 02:00:00,Eastern Region,200.52,3645.9,49.98
2023-06-03 02:00:00,North-Eastern Region,184.79,3386.8,49.98
2023-06-03 03:00:00,Northern Region,370.74,6770.1,50.0
2023-06-03 03:00:00,Western Region,435.46,7921.5,49.95
2023-06-03 03:00:00,Southern Region,385.43,6976.6,49.93
2023-06-03 03:00:00,Eastern Region,174.45,3198.0,49.98
2023-06-03 03:00:00,North-Eastern Region,173.7,3144.0,49.99
2023-06-03 04:00:00,Northern Region,384.52,6984.0,49.98
2023-06-03 04:00:00,Western Region,436.7,7973.8,49.97
2023-06-03 04:00:00,Southern Region,401.06,7264.2,50.0
2023-06-03 04:00:00,Eastern Region,178.35,3266.9,50.0
2023-06-03 04:00:00,North-Eastern Region,216.25,3880.6,49.9
2023-06-03 05:00:00,Northern Region,411.16,7517.6,50.01
2023-06-03 05:00:00,Western Region,455.49,8331.8,50.08
2023-06-03 05:00:00,Southern Region,384.17,7007.2,49.96
2023-06-03 05:00:00,Eastern Region,210.45,3844.8,50.01
2023-06-03 05:00:00,North-Eastern Region,194.82,3566.2,50.01
2023-06-03 06:00:00,Northern Region,412.1,7492.8,50.05
2023-06-03 06:00:00,Western Region,470.64,8570.8,50.01
